"title","year","decade","genre_main","imdb_weighted_rating","budget","revenue","profit","profitability","log_budget","log_revenue","tag"
"Private Lessons",1981,"1980s","Comedy",5.2839523838194,2800000,26279000,23479000,8.38535714285714,6.44715803134222,7.4196088349081,"Baja calidad + muy rentable"
"Raiders of the Lost Ark",1981,"1980s","Adventure",8.39795822405941,1.8e+07,389925971,371925971,20.6625539444444,7.25527250510331,8.59098216231381,"Alta calidad + muy rentable"
"Reds",1981,"1980s","Drama",7.25818421955037,3.5e+07,40382659,5382659,0.153790257142857,7.54406804435028,7.60619491171034,"Intermedia"
"Roar",1981,"1980s","Adventure",6.10895820397797,1.7e+07,2e+06,-1.5e+07,-0.882352941176471,7.23044892137827,6.30102999566398,"Intermedia"
"Sharky's Machine",1981,"1980s","Crime",6.28234714166832,17500000,35610100,18110100,1.03486285714286,7.24303804868629,7.55157319325828,"Intermedia"
"Stripes",1981,"1980s","Action",6.79248221412879,1e+07,85297000,75297000,7.5297,7,7.93093375676708,"Intermedia"
"Taps",1981,"1980s","Drama",6.77159564795435,1.4e+07,35900000,21900000,1.56428571428571,7.14612803567824,7.55509444857832,"Intermedia"
"Thief",1981,"1980s","Crime",7.37415937936703,5500000,11494812,5994812,1.08996581818182,6.74036268949424,7.06050187268835,"Intermedia"
"Escape to Victory",1981,"1980s","Drama",6.6849672893015,1e+07,27453418,17453418,1.7453418,7,7.43859642259773,"Intermedia"
"Visiting Hours",1982,"1980s","Horror",5.77230980244115,6e+06,13258670,7258670,1.20977833333333,6.77815125038364,7.12249996142693,"Intermedia"
"Wolfen",1981,"1980s","Horror",6.28934090966489,1.7e+07,10626725,-6373275,-0.374898529411765,7.23044892137827,7.02639944198577,"Intermedia"
"Zorro, The Gay Blade",1981,"1980s","Western",6.27677926580609,12600000,10200000,-2400000,-0.19047619047619,7.10037054511756,7.00860017176192,"Intermedia"
"48 Hrs.",1982,"1980s","Crime",6.89198224346148,1.2e+07,78868508,66868508,5.57237566666667,7.07918124604763,7.89690362511034,"Intermedia"
"Airplane II: The Sequel",1982,"1980s","Comedy",6.19927086790251,1.5e+07,27150534,12150534,0.8100356,7.17609125905568,7.43377837576548,"Intermedia"
"Amityville II: The Possession",1982,"1980s","Horror",5.63701985374121,5e+06,12534817,7534817,1.5069634,6.69897000433602,7.09811799792963,"Intermedia"
"Annie",1982,"1980s","Comedy",6.59173730537334,3.5e+07,57063861,22063861,0.630396028571429,7.54406804435028,7.75636115313014,"Intermedia"
"The Beastmaster",1982,"1980s","Fantasy",6.19840081725642,8e+06,14056528,6056528,0.757066,6.90308998699194,7.14787806203161,"Intermedia"
"Best Friends",1982,"1980s","Comedy",5.64508187424661,1.5e+07,36800000,21800000,1.45333333333333,7.17609125905568,7.56584781867352,"Intermedia"
"The Best Little Whorehouse in Texas",1982,"1980s","Comedy",6.10362138913429,27500000,69702172,42202172,1.53462443636364,7.43933269383026,7.84324631142538,"Intermedia"
"Blade Runner",1982,"1980s","Science Fiction",8.09777036264614,2.8e+07,41722424,13722424,0.490086571428572,7.44715803134222,7.62036953223874,"Alta calidad + poco rentable"
"The Border",1982,"1980s","Crime",6.37126319309043,2.2e+07,6118683,-15881317,-0.721878045454545,7.34242268082221,6.78665795361878,"Intermedia"
"Cat People",1982,"1980s","Thriller",6.19835299332468,12500000,2.1e+07,8500000,0.68,7.09691001300806,7.32221929473392,"Intermedia"
"Creepshow",1982,"1980s","Horror",6.78889312611509,8e+06,21028755,13028755,1.628594375,6.90308998699194,7.32281356119628,"Intermedia"
"The Dark Crystal",1982,"1980s","Adventure",7.08775309296651,1.5e+07,44626631,29626631,1.97510873333333,7.17609125905568,7.64959410186772,"Intermedia"
"Dead Men Don't Wear Plaid",1982,"1980s","Comedy",6.77564452098575,9e+06,18196170,9196170,1.02179666666667,6.95424250943933,7.25997998562753,"Intermedia"
"Deathtrap",1982,"1980s","Comedy",6.95425092487526,1e+07,1.9e+07,9e+06,0.9,7,7.27875360095283,"Intermedia"
"Diner",1982,"1980s","Comedy",6.9660572564184,5e+06,14100000,9100000,1.82,6.69897000433602,7.14921911265538,"Intermedia"
"Evil Under the Sun",1982,"1980s","Thriller",7.06087370882919,1e+07,6110804,-3889196,-0.3889196,7,6.78609835423471,"Intermedia"
"Fanny and Alexander",1982,"1980s","Fantasy",8.07283266266149,6e+06,6800000,8e+05,0.133333333333333,6.77815125038364,6.83250891270624,"Alta calidad + poco rentable"
"Fast Times at Ridgemont High",1982,"1980s","Comedy",7.09240940142362,4500000,27100000,22600000,5.02222222222222,6.65321251377534,7.43296929087441,"Intermedia"
"Firefox",1982,"1980s","Science Fiction",5.90796328673815,1.8e+07,70700000,52700000,2.92777777777778,7.25527250510331,7.8494194137969,"Intermedia"
"First Blood",1982,"1980s","Action",7.69480952306473,1.5e+07,125212904,110212904,7.34752693333333,7.17609125905568,8.09764908803746,"Alta calidad + muy rentable"
"Frances",1982,"1980s","Drama",7.09768215729402,8e+06,5e+06,-3e+06,-0.375,6.90308998699194,6.69897000433602,"Intermedia"
"Friday the 13th Part III",1982,"1980s","Horror",5.608209911386,2200000,36697702,34497702,15.6807736363636,6.34242268082221,7.5646388697026,"Baja calidad + muy rentable"
"Gandhi",1982,"1980s","Drama",7.99253335232772,2.2e+07,77737889,55737889,2.53354040909091,7.34242268082221,7.89063274303439,"Intermedia"
"Grease 2",1982,"1980s","Comedy",4.63718583718194,13200000,15172313,1972313,0.149417651515152,7.12057393120585,7.18105179348044,"Baja calidad + poco rentable"
"Hanky Panky",1982,"1980s","Mystery",5.72564136334206,1.4e+07,9e+06,-5e+06,-0.357142857142857,7.14612803567824,6.95424250943933,"Baja calidad + poco rentable"
"Honkytonk Man",1982,"1980s","Drama",6.55994007441188,2e+06,4400000,2400000,1.2,6.30102999566398,6.64345267648619,"Intermedia"
"The Man from Snowy River",1982,"1980s","Drama",7.11046750308296,3500000,20659423,17159423,4.90269228571429,6.54406804435028,7.31511818787986,"Intermedia"
"MegaForce",1982,"1980s","Adventure",4.14097249029668,2e+07,5675599,-14324401,-0.71622005,7.30102999566398,6.75401170351565,"Baja calidad + poco rentable"
"Missing",1982,"1980s","Drama",7.64115337064162,9600000,1.4e+07,4400000,0.458333333333333,6.98227123303957,7.14612803567824,"Alta calidad + poco rentable"
"My Favorite Year",1982,"1980s","Comedy",7.20566464694016,7900000,20123620,12223620,1.54729367088608,6.89762709129044,7.30370610782578,"Intermedia"
"Night Shift",1982,"1980s","Comedy",6.48329463096025,8100000,21095683,12995683,1.60440530864198,6.90848501887865,7.32419359079063,"Intermedia"
"An Officer and a Gentleman",1982,"1980s","Drama",7.08601283464082,7500000,129795554,122295554,16.3060738666667,6.8750612633917,8.11325981645252,"Intermedia"
"Pink Floyd: The Wall",1982,"1980s","Music",7.979514873302,1.2e+07,22244207,10244207,0.853683916666667,7.07918124604763,7.34721692787849,"Alta calidad + poco rentable"
"Poltergeist",1982,"1980s","Horror",7.29409455005351,10700000,121733131,111033131,10.3769281308411,7.02938377768521,8.08540879229986,"Intermedia"
"The Return of Martin Guerre",1982,"1980s","Drama",7.19708751646102,3704433,3723036,18603,0.00502182115319672,6.56872174434898,6.57089723566125,"Intermedia"
"Rocky III",1982,"1980s","Drama",6.8967050505127,1.7e+07,269952898,252952898,14.8795822352941,7.23044892137827,8.43128799407306,"Intermedia"
"The Secret of NIMH",1982,"1980s","Family",7.47317911291457,7e+06,14665733,7665733,1.09510471428571,6.84509804001426,7.1663037740946,"Intermedia"
"Silent Rage",1982,"1980s","Action",5.49031864474135,4500000,10500000,6e+06,1.33333333333333,6.65321251377534,7.02118929906994,"Intermedia"
"Sophie's Choice",1982,"1980s","Drama",7.4765095265093,1.2e+07,30036166,18036166,1.50301383333333,7.07918124604763,7.47764449586509,"Intermedia"
"Star Trek II: The Wrath of Khan",1982,"1980s","Action",7.68859916321102,1.2e+07,96594943,84594943,7.04957858333333,7.07918124604763,7.98495439054921,"Alta calidad + muy rentable"
"Still of the Night",1982,"1980s","Thriller",6.0182082787448,1e+07,6e+06,-4e+06,-0.4,7,6.77815125038364,"Intermedia"
"The Sword and the Sorcerer",1982,"1980s","Action",5.56762303435888,4e+06,39103425,35103425,8.77585625,6.60205999132796,7.59221479814923,"Baja calidad + muy rentable"
"Tex",1982,"1980s","Drama",6.33428278967819,5e+06,7400000,2400000,0.48,6.69897000433602,6.86923171973098,"Intermedia"
"The Thing",1982,"1980s","Horror",8.19604911651116,1.5e+07,19629760,4629760,0.308650666666667,7.17609125905568,7.29291498980312,"Alta calidad + poco rentable"
"Tootsie",1982,"1980s","Comedy",7.38978627321045,2.1e+07,177200000,156200000,7.43809523809524,7.32221929473392,8.24846371755103,"Intermedia"
"The Toy",1982,"1980s","Comedy",5.82172637272833,2.8e+07,47118057,19118057,0.68278775,7.44715803134222,7.67318737321418,"Baja calidad + poco rentable"
"Tron",1982,"1980s","Science Fiction",6.69622022779994,1.7e+07,33002371,16002371,0.941315941176471,7.23044892137827,7.51854514215749,"Intermedia"
"The Verdict",1982,"1980s","Drama",7.6695824273556,1.6e+07,53977250,37977250,2.373578125,7.20411998265593,7.73221075461383,"Intermedia"
"Vice Squad",1982,"1980s","Crime",6.34546028220506,5500000,13253583,7753583,1.40974236363636,6.74036268949424,7.12233330218024,"Intermedia"
"Victor/Victoria",1982,"1980s","Music",7.54509690365872,1.5e+07,28215453,13215453,0.8810302,7.17609125905568,7.45048702727383,"Alta calidad + poco rentable"
"The World According to Garp",1982,"1980s","Drama",7.07014143833276,1.7e+07,29712172,12712172,0.747774823529412,7.23044892137827,7.47293440047872,"Intermedia"
"Young Doctors in Love",1982,"1980s","Comedy",5.64099286273062,7500000,30688860,23188860,3.091848,6.8750612633917,7.48698075598135,"Baja calidad + muy rentable"
"10 to Midnight",1983,"1980s","Crime",6.28734337935012,4520000,7175592,2655592,0.587520353982301,6.65513843481138,6.85585773700565,"Intermedia"
"All the Right Moves",1983,"1980s","Romance",6.00680368034567,5600000,17233166,11633166,2.07735107142857,6.7481880270062,7.23636507141319,"Intermedia"
"Amityville 3-D",1983,"1980s","Horror",4.41147899913172,6e+06,6333135,333135,0.0555225,6.77815125038364,6.80161874574565,"Baja calidad + poco rentable"
"The Big Chill",1983,"1980s","Comedy",7.07942533488635,8e+06,56342711,48342711,6.042838875,6.90308998699194,7.75083773977461,"Intermedia"
"Blue Thunder",1983,"1980s","Drama",6.39060136854533,2.2e+07,42313354,20313354,0.923334272727273,7.34242268082221,7.62647745137622,"Intermedia"
"Brainstorm",1983,"1980s","Science Fiction",6.38393531358975,1.8e+07,10219460,-7780540,-0.432252222222222,7.25527250510331,7.00942794812588,"Intermedia"
"Breathless",1983,"1980s","Romance",6.01225424628999,7500000,19910002,12410002,1.65466693333333,6.8750612633917,7.29907130365317,"Intermedia"
"Chained Heat",1983,"1980s","Action",5.30307839086357,1250000,6149983,4899983,3.9199864,6.09691001300806,6.78887391528495,"Baja calidad + muy rentable"
"Christine",1983,"1980s","Horror",6.79367392328197,9700000,21200000,11500000,1.18556701030928,6.98677173426625,7.32633586092875,"Intermedia"
"A Christmas Story",1983,"1980s","Comedy",7.89028880257144,3300000,20700000,17400000,5.27272727272727,6.51851393987789,7.31597034545692,"Alta calidad + muy rentable"
"Class",1983,"1980s","Comedy",6.01062118468184,7e+06,21600000,14600000,2.08571428571429,6.84509804001426,7.33445375115093,"Intermedia"
"Cujo",1983,"1980s","Horror",6.10098863386346,5e+06,21200000,16200000,3.24,6.69897000433602,7.32633586092875,"Intermedia"
"Curse of the Pink Panther",1983,"1980s","Comedy",4.52532606582122,1.1e+07,4491986,-6508014,-0.591637636363636,7.04139268515823,6.65243839404262,"Baja calidad + poco rentable"
"D.C. Cab",1983,"1980s","Adventure",5.68424375393991,8e+06,16134627,8134627,1.016828375,6.90308998699194,7.20775892984441,"Intermedia"
"The Dead Zone",1983,"1980s","Thriller",7.18762450335219,1e+07,20766616,10766616,1.0766616,7,7.31736573234333,"Intermedia"
"Doctor Detroit",1983,"1980s","Comedy",5.4146407754955,8e+06,10375893,2375893,0.296986625,6.90308998699194,7.01602548449573,"Baja calidad + poco rentable"
"Halloween III: Season of the Witch",1982,"1980s","Horror",5.21404202054814,2500000,14400000,11900000,4.76,6.39794000867204,7.15836249209525,"Baja calidad + muy rentable"
"Hercules",1983,"1980s","Action",4.45327171295495,2500000,10676194,8176194,3.2704776,6.39794000867204,7.02841645686931,"Baja calidad + muy rentable"
"The Hunger",1983,"1980s","Horror",6.58629015311007,1e+07,10200000,2e+05,0.02,7,7.00860017176192,"Intermedia"
"Jaws 3-D",1983,"1980s","Thriller",3.74614423653396,20500000,87987056,67487056,3.29205151219512,7.31175386105575,7.94441878668141,"Baja calidad + muy rentable"
"The Keep",1983,"1980s","Horror",5.72579654557656,6e+06,3661757,-2338243,-0.389707166666667,6.77815125038364,6.56368952045156,"Baja calidad + poco rentable"
"The King of Comedy",1982,"1980s","Drama",7.78742447279824,1.9e+07,2536000,-16464000,-0.866526315789474,7.27875360095283,6.40414924920969,"Alta calidad + poco rentable"
"Krull",1983,"1980s","Action",6.10139095133407,2.7e+07,16916617,-10083383,-0.37345862962963,7.43136376415899,7.22831351679223,"Intermedia"
"Local Hero",1983,"1980s","Comedy",7.26197757269463,4200000,5900000,1700000,0.404761904761905,6.6232492903979,6.77085201164214,"Intermedia"
"Lone Wolf McQuade",1983,"1980s","Action",6.29109697987396,5e+06,12232628,7232628,1.4465256,6.69897000433602,7.08751976883442,"Intermedia"
"Losin' It",1983,"1980s","Comedy",5.17045364797461,7e+06,1246141,-5753859,-0.821979857142857,6.84509804001426,6.09556718522639,"Baja calidad + poco rentable"
"Monty Python's The Meaning of Life",1983,"1980s","Comedy",7.48966087551495,9e+06,42749697,33749697,3.74996633333333,6.95424250943933,7.6309330408959,"Intermedia"
"National Lampoon's Vacation",1983,"1980s","Comedy",7.29105220028588,1.5e+07,61418063,46418063,3.09453753333333,7.17609125905568,7.78829611556396,"Intermedia"
"Never Say Never Again",1983,"1980s","Adventure",6.10071273781795,3.6e+07,1.6e+08,1.24e+08,3.44444444444444,7.55630250076729,8.20411998265593,"Intermedia"
"Octopussy",1983,"1980s","Adventure",6.49712960813128,27500000,187500000,1.6e+08,5.81818181818182,7.43933269383026,8.27300127206374,"Intermedia"
"The Outsiders",1983,"1980s","Crime",6.99222738907881,1e+07,33697647,23697647,2.3697647,7,7.5275995765214,"Intermedia"
"Porky's II: The Next Day",1983,"1980s","Comedy",5.08028734023432,6500000,54959266,48459266,7.45527169230769,6.81291335664286,7.74004092393726,"Baja calidad + muy rentable"
"Psycho II",1983,"1980s","Horror",6.58744770150944,5e+06,34725000,29725000,5.945,6.69897000433602,7.54064225440965,"Intermedia"
"Return of the Jedi",1983,"1980s","Adventure",8.29820206633355,32350000,572700000,540350000,16.7032457496136,7.50987428500472,8.75792718311333,"Alta calidad + muy rentable"
"The Right Stuff",1983,"1980s","Drama",7.77630711688907,2.7e+07,21500000,-5500000,-0.203703703703704,7.43136376415899,7.3324384599156,"Alta calidad + poco rentable"
"Risky Business",1983,"1980s","Romance",6.79402307481037,6200000,63541777,57341777,9.24867370967742,6.79239168949825,7.80305935607663,"Intermedia"
"Rumble Fish",1983,"1980s","Crime",7.07731079202527,1e+07,2494480,-7505520,-0.750552,7,6.39698002624495,"Intermedia"
"Sahara",1983,"1980s","Action",5.27788525766764,1.2e+07,1402962,-10597038,-0.8830865,7.07918124604763,6.14704590808195,"Baja calidad + poco rentable"
"Scarface",1983,"1980s","Action",8.29785113809868,2.5e+07,66023329,41023329,1.64093316,7.39794000867204,7.81969741835662,"Intermedia"
"Silkwood",1983,"1980s","Drama",7.06248202176305,1e+07,35616970,25616970,2.561697,7,7.5516569704823,"Intermedia"
"Smokey and the Bandit Part 3",1983,"1980s","Action",3.73693538199089,9e+06,7e+06,-2e+06,-0.222222222222222,6.95424250943933,6.84509804001426,"Baja calidad + poco rentable"
"Something Wicked This Way Comes",1983,"1980s","Fantasy",6.6599304661202,2e+07,8400000,-11600000,-0.58,7.30102999566398,6.92427928606188,"Intermedia"
"Spacehunter: Adventures in the Forbidden Zone",1983,"1980s","Adventure",5.58035002770622,1.5e+07,16478265,1478265,0.098551,7.17609125905568,7.21691148281056,"Baja calidad + poco rentable"
"The Star Chamber",1983,"1980s","Drama",6.37360962420148,8e+06,5555305,-2444695,-0.305586875,6.90308998699194,6.74470790777387,"Intermedia"
"Staying Alive",1983,"1980s","Drama",4.86926281817109,2.2e+07,64892670,42892670,1.94966681818182,7.34242268082221,7.81219564351322,"Intermedia"
"Strange Brew",1983,"1980s","Comedy",6.57874957352315,4e+06,1913389,-2086611,-0.52165275,6.60205999132796,6.28180327289145,"Intermedia"
"Stroker Ace",1983,"1980s","Action",5.12241935258184,1.4e+07,11400000,-2600000,-0.185714285714286,7.14612803567824,7.05690485133647,"Baja calidad + poco rentable"
"Sudden Impact",1983,"1980s","Thriller",6.59157272483601,2.2e+07,1.5e+08,1.28e+08,5.81818181818182,7.34242268082221,8.17609125905568,"Intermedia"
"Superman III",1983,"1980s","Comedy",5.01416945467667,3.9e+07,80250623,41250623,1.05770828205128,7.5910646070265,7.90444841259606,"Intermedia"
"Tender Mercies",1983,"1980s","Drama",7.21907061835209,4500000,8400000,3900000,0.866666666666667,6.65321251377534,6.92427928606188,"Intermedia"
"Terms of Endearment",1983,"1980s","Drama",7.38236343680971,8e+06,108423749,100423749,12.552968625,6.90308998699194,8.0351244199328,"Intermedia"
"Testament",1983,"1980s","Drama",6.81507012157526,1500000,2044892,544892,0.363261333333333,6.17609125905568,6.3106703758922,"Intermedia"
"To Be or Not to Be",1983,"1980s","Comedy",6.84564487780817,9e+06,13030214,4030214,0.447801555555556,6.95424250943933,7.11495154834926,"Intermedia"
"Trading Places",1983,"1980s","Comedy",7.49253933678425,1.5e+07,90404800,75404800,5.02698666666667,7.17609125905568,7.95619148974717,"Intermedia"
"Twilight Zone: The Movie",1983,"1980s","Horror",6.49234689639337,1e+07,29450920,19450920,1.945092,7,7.46909886600538,"Intermedia"
"Two of a Kind",1983,"1980s","Fantasy",5.02867130520869,1.4e+07,23600000,9600000,0.685714285714286,7.14612803567824,7.37291200297011,"Baja calidad + poco rentable"
"Uncommon Valor",1983,"1980s","Drama",6.28947889643432,1.1e+07,30503151,19503151,1.77301372727273,7.04139268515823,7.48434470463296,"Intermedia"
"Videodrome",1983,"1980s","Horror",7.19070351000224,5952000,2120439,-3831561,-0.643743447580645,6.77466292253782,6.3264257833534,"Intermedia"
"WarGames",1983,"1980s","Thriller",7.09217668592937,1.2e+07,124600000,112600000,9.38333333333333,7.07918124604763,8.09551804232315,"Intermedia"
"The Year of Living Dangerously",1982,"1980s","Romance",7.06277914995949,6e+06,13200000,7200000,1.2,6.77815125038364,7.12057393120585,"Intermedia"
"Yellowbeard",1983,"1980s","Comedy",5.92513880338406,1e+07,4300000,-5700000,-0.57,7,6.63346845557959,"Baja calidad + poco rentable"
"Yentl",1983,"1980s","Music",6.57557992344291,1.2e+07,30400000,18400000,1.53333333333333,7.07918124604763,7.48287358360875,"Intermedia"
"Zelig",1983,"1980s","Comedy",7.56906564797268,13500000,11798616,-1701384,-0.126028444444444,7.13033376849501,7.07183106672862,"Alta calidad + poco rentable"
"2010",1984,"1980s","Thriller",6.69114106284721,2.8e+07,40400000,12400000,0.442857142857143,7.44715803134222,7.6063813651106,"Intermedia"
"The Adventures of Buckaroo Banzai Across the 8th Dimension",1984,"1980s","Science Fiction",6.19865672689459,1.7e+07,6254148,-10745852,-0.632108941176471,7.23044892137827,6.79616815430103,"Intermedia"
"Amadeus",1984,"1980s","History",8.39515312540697,1.8e+07,90007557,72007557,4.00041983333333,7.25527250510331,7.95427897416843,"Alta calidad + muy rentable"
"Bachelor Party",1984,"1980s","Comedy",6.29681977678058,6e+06,38435947,32435947,5.40599116666667,6.77815125038364,7.5847375858556,"Intermedia"
"Best Defense",1984,"1980s","Comedy",4.1929006267496,1.8e+07,19265302,1265302,0.0702945555555556,7.25527250510331,7.28477582133789,"Baja calidad + poco rentable"
"Beverly Hills Cop",1984,"1980s","Comedy",7.39459370105754,1.4e+07,316360478,302360478,21.597177,7.14612803567824,8.50018222306014,"Intermedia"
